Move Number,Score
9313,98312
9315,98316
9317,98320
9320,98328
9322,98344
9323,98348
9327,98380
9328,98384
9329,98384
9330,98392
9334,98396
9336,98400
9338,98408
9340,98412
9343,98420
9344,98424
9346,98428
9349,98444
9350,98452
9352,98456
9354,98464
9356,98496
9357,98512
9359,98576
9360,98580
9363,98708
9365,98712
9367,98716
9369,98724
9371,98732
9372,98748
9373,98748
9375,98780
9377,98784
9379,98788
9381,98792
9384,98800
9386,98804
9390,98808
9392,98816
9393,98820
9395,98828
9397,98844
9399,98860
9400,98864
9402,98868
9406,98872
9408,98904
9410,98908
9412,98916
9413,98924
9414,98928
9418,98932
9420,98940
9421,98944
9423,98960
9424,98968
9426,98972
9429,98976
9431,98984
9434,98988
9438,99004
9439,99008
9441,99040
9442,99044
9444,99052
9446,99056
9448,99120
9449,99128
9450,99132
9452,99148
9455,99152
9458,99160
9459,99164
9462,99172
9464,99176
9466,99180
9469,99188
9471,99204
9473,99208
9474,99216
9476,99232
9477,99264
9479,99272
9480,99276
9485,99280
9487,99288
9488,99292
9490,99308
9493,99372
9494,99404
9495,99408
9497,99412
9499,99416
9501,99424
9503,99440
9505,99444
9507,99452
9509,99456
9513,99460
9515,99468
9517,99484
9519,99488
9522,99520
9523,99528
9524,99528
9526,99532
9529,99536
9531,99544
9532,99548
9534,99556
9536,99572
9537,99580
9540,99584
9542,99592
9545,99596
9547,99600
9551,99604
9553,99608
9554,99624
9555,99632
9556,99636
9558,99668
9560,99732
9562,99860
9564,100116
9565,100120
9567,100124
9568,100132
9570,100140
9572,100156
9573,100160
9576,100164
9578,100168
9581,100172
9583,100180
9585,100196
9587,100200
9591,100208
9595,100720
9597,100724
9599,100728
9601,100736
9602,100744
9603,100744
9604,100776
9605,100780
9606,100788
9608,100796
9610,100812
9612,100816
9615,100820
9617,100828
9619,100844
9623,100848
9626,100864
9627,100868
9628,100868
9629,100900
9630,100908
9631,100912
9633,100976
9634,100980
9636,101108
9637,101116
9639,101120
9640,101136
9643,101140
9645,101148
9646,101180
9649,101184
9652,101192
9654,101196
9656,101212
9657,101216
9659,101224
9661,101240
9669,101244
9670,101276
9671,101276
9673,101284
9675,101288
9678,101292
9680,101296
9682,101304
9684,101308
